62,104,46,46,107,107,47,52,50,47,47,46,47,48,51,51
104,46,46,107,107,47,52,50,47,47,46,47,48,51,51,50
46,46,107,107,47,52,50,47,47,46,47,48,51,51,50,50
46,107,107,47,52,50,47,47,46,47,48,51,51,50,50,48
107,107,47,52,50,47,47,46,47,48,51,51,50,50,48,47
107,47,52,50,47,47,46,47,48,51,51,50,50,48,47,48
47,52,50,47,47,46,47,48,51,51,50,50,48,47,48,46
52,50,47,47,46,47,48,51,51,50,50,48,47,48,46,53
50,47,47,46,47,48,51,51,50,50,48,47,48,46,53,46
47,47,46,47,48,51,51,50,50,48,47,48,46,53,46,48
47,46,47,48,51,51,50,50,48,47,48,46,53,46,48,51
46,47,48,51,51,50,50,48,47,48,46,53,46,48,51,51
47,48,51,51,50,50,48,47,48,46,53,46,48,51,51,57
48,51,51,50,50,48,47,48,46,53,46,48,51,51,57,58
51,51,50,50,48,47,48,46,53,46,48,51,51,57,58,57
51,50,50,48,47,48,46,53,46,48,51,51,57,58,57,57
50,50,48,47,48,46,53,46,48,51,51,57,58,57,57,57
50,48,47,48,46,53,46,48,51,51,57,58,57,57,57,57
48,47,48,46,53,46,48,51,51,57,58,57,57,57,57,57
47,48,46,53,46,48,51,51,57,58,57,57,57,57,57,57
48,46,53,46,48,51,51,57,58,57,57,57,57,57,57,58
46,53,46,48,51,51,57,58,57,57,57,57,57,57,58,58
53,46,48,51,51,57,58,57,57,57,57,57,57,58,58,57
46,48,51,51,57,58,57,57,57,57,57,57,58,58,57,58
48,51,51,57,58,57,57,57,57,57,57,58,58,57,58,57
51,51,57,58,57,57,57,57,57,57,58,58,57,58,57,57
51,57,58,57,57,57,57,57,57,58,58,57,58,57,57,57
57,58,57,57,57,57,57,57,58,58,57,58,57,57,57,57
58,57,57,57,57,57,57,58,58,57,58,57,57,57,57,57
57,57,57,57,57,57,58,58,57,58,57,57,57,57,57,57
57,57,57,57,57,58,58,57,58,57,57,57,57,57,57,58
57,57,57,57,58,58,57,58,57,57,57,57,57,57,58,57
57,57,57,58,58,57,58,57,57,57,57,57,57,58,57,58
57,57,58,58,57,58,57,57,57,57,57,57,58,57,58,57
57,58,58,57,58,57,57,57,57,57,57,58,57,58,57,55
58,58,57,58,57,57,57,57,57,57,58,57,58,57,55,57
58,57,58,57,57,57,57,57,57,58,57,58,57,55,57,57
57,58,57,57,57,57,57,57,58,57,58,57,55,57,57,57
58,57,57,57,57,57,57,58,57,58,57,55,57,57,57,57
57,57,57,57,57,57,58,57,58,57,55,57,57,57,57,57
57,57,57,57,57,58,57,58,57,55,57,57,57,57,57,58
57,57,57,57,58,57,58,57,55,57,57,57,57,57,58,57
57,57,57,58,57,58,57,55,57,57,57,57,57,58,57,58
57,57,58,57,58,57,55,57,57,57,57,57,58,57,58,57
57,58,57,58,57,55,57,57,57,57,57,58,57,58,57,57
58,57,58,57,55,57,57,57,57,57,58,57,58,57,57,57
57,58,57,55,57,57,57,57,57,58,57,58,57,57,57,58
58,57,55,57,57,57,57,57,58,57,58,57,57,57,58,57
57,55,57,57,57,57,57,58,57,58,57,57,57,58,57,57
55,57,57,57,57,57,58,57,58,57,57,57,58,57,57,58
57,57,57,57,57,58,57,58,57,57,57,58,57,57,58,58
57,57,57,57,58,57,58,57,57,57,58,57,57,58,58,67
57,57,57,58,57,58,57,57,57,58,57,57,58,58,67,46
57,57,58,57,58,57,57,57,58,57,57,58,58,67,46,70
57,58,57,58,57,57,57,58,57,57,58,58,67,46,70,53
58,57,58,57,57,57,58,57,57,58,58,67,46,70,53,58
57,58,57,57,57,58,57,57,58,58,67,46,70,53,58,67
58,57,57,57,58,57,57,58,58,67,46,70,53,58,67,46
57,57,57,58,57,57,58,58,67,46,70,53,58,67,46,70
57,57,58,57,57,58,58,67,46,70,53,58,67,46,70,53
57,58,57,57,58,58,67,46,70,53,58,67,46,70,53,58
58,57,57,58,58,67,46,70,53,58,67,46,70,53,58,67
57,57,58,58,67,46,70,53,58,67,46,70,53,58,67,47
57,58,58,67,46,70,53,58,67,46,70,53,58,67,47,70
58,58,67,46,70,53,58,67,46,70,53,58,67,47,70,53
58,67,46,70,53,58,67,46,70,53,58,67,47,70,53,58
67,46,70,53,58,67,46,70,53,58,67,47,70,53,58,67
46,70,53,58,67,46,70,53,58,67,47,70,53,58,67,46
70,53,58,67,46,70,53,58,67,47,70,53,58,67,46,70
53,58,67,46,70,53,58,67,47,70,53,58,67,46,70,53
58,67,46,70,53,58,67,47,70,53,58,67,46,70,53,66
67,46,70,53,58,67,47,70,53,58,67,46,70,53,66,65
46,70,53,58,67,47,70,53,58,67,46,70,53,66,65,54
70,53,58,67,47,70,53,58,67,46,70,53,66,65,54,49
53,58,67,47,70,53,58,67,46,70,53,66,65,54,49,88
58,67,47,70,53,58,67,46,70,53,66,65,54,49,88,88
67,47,70,53,58,67,46,70,53,66,65,54,49,88,88,51
47,70,53,58,67,46,70,53,66,65,54,49,88,88,51,51
70,53,58,67,46,70,53,66,65,54,49,88,88,51,51,88
53,58,67,46,70,53,66,65,54,49,88,88,51,51,88,88
58,67,46,70,53,66,65,54,49,88,88,51,51,88,88,69
67,46,70,53,66,65,54,49,88,88,51,51,88,88,69,85
46,70,53,66,65,54,49,88,88,51,51,88,88,69,85,97
70,53,66,65,54,49,88,88,51,51,88,88,69,85,97,66
53,66,65,54,49,88,88,51,51,88,88,69,85,97,66,66
66,65,54,49,88,88,51,51,88,88,69,85,97,66,66,66
65,54,49,88,88,51,51,88,88,69,85,97,66,66,66,66
54,49,88,88,51,51,88,88,69,85,97,66,66,66,66,67
49,88,88,51,51,88,88,69,85,97,66,66,66,66,67,49
88,88,51,51,88,88,69,85,97,66,66,66,66,67,49,87
88,51,51,88,88,69,85,97,66,66,66,66,67,49,87,87
51,51,88,88,69,85,97,66,66,66,66,67,49,87,87,51
51,88,88,69,85,97,66,66,66,66,67,49,87,87,51,51
88,88,69,85,97,66,66,66,66,67,49,87,87,51,51,88
88,69,85,97,66,66,66,66,67,49,87,87,51,51,88,88
69,85,97,66,66,66,66,67,49,87,87,51,51,88,88,69
85,97,66,66,66,66,67,49,87,87,51,51,88,88,69,85
97,66,66,66,66,67,49,87,87,51,51,88,88,69,85,97
66,66,66,66,67,49,87,87,51,51,88,88,69,85,97,65
66,66,66,67,49,87,87,51,51,88,88,69,85,97,65,65
66,66,67,49,87,87,51,51,88,88,69,85,97,65,65,52
66,67,49,87,87,51,51,88,88,69,85,97,65,65,52,68
67,49,87,87,51,51,88,88,69,85,97,65,65,52,68,76
49,87,87,51,51,88,88,69,85,97,65,65,52,68,76,52
87,87,51,51,88,88,69,85,97,65,65,52,68,76,52,52
87,51,51,88,88,69,85,97,65,65,52,68,76,52,52,61
51,51,88,88,69,85,97,65,65,52,68,76,52,52,61,103
51,88,88,69,85,97,65,65,52,68,76,52,52,61,103,68
88,88,69,85,97,65,65,52,68,76,52,52,61,103,68,57
88,69,85,97,65,65,52,68,76,52,52,61,103,68,57,53
69,85,97,65,65,52,68,76,52,52,61,103,68,57,53,52
85,97,65,65,52,68,76,52,52,61,103,68,57,53,52,103
97,65,65,52,68,76,52,52,61,103,68,57,53,52,103,68
65,65,52,68,76,52,52,61,103,68,57,53,52,103,68,50
65,52,68,76,52,52,61,103,68,57,53,52,103,68,50,57
52,68,76,52,52,61,103,68,57,53,52,103,68,50,57,52
68,76,52,52,61,103,68,57,53,52,103,68,50,57,52,76
76,52,52,61,103,68,57,53,52,103,68,50,57,52,76,50
52,52,61,103,68,57,53,52,103,68,50,57,52,76,50,61
52,61,103,68,57,53,52,103,68,50,57,52,76,50,61,103
61,103,68,57,53,52,103,68,50,57,52,76,50,61,103,68
103,68,57,53,52,103,68,50,57,52,76,50,61,103,68,57
68,57,53,52,103,68,50,57,52,76,50,61,103,68,57,52
57,53,52,103,68,50,57,52,76,50,61,103,68,57,52,57
53,52,103,68,50,57,52,76,50,61,103,68,57,52,57,49
52,103,68,50,57,52,76,50,61,103,68,57,52,57,49,103
103,68,50,57,52,76,50,61,103,68,57,52,57,49,103,56
68,50,57,52,76,50,61,103,68,57,52,57,49,103,56,46
50,57,52,76,50,61,103,68,57,52,57,49,103,56,46,48
57,52,76,50,61,103,68,57,52,57,49,103,56,46,48,46
52,76,50,61,103,68,57,52,57,49,103,56,46,48,46,46
76,50,61,103,68,57,52,57,49,103,56,46,48,46,46,48
50,61,103,68,57,52,57,49,103,56,46,48,46,46,48,46
61,103,68,57,52,57,49,103,56,46,48,46,46,48,46,56
103,68,57,52,57,49,103,56,46,48,46,46,48,46,56,46
68,57,52,57,49,103,56,46,48,46,46,48,46,56,46,56
57,52,57,49,103,56,46,48,46,46,48,46,56,46,56,79
52,57,49,103,56,46,48,46,46,48,46,56,46,56,79,76
57,49,103,56,46,48,46,46,48,46,56,46,56,79,76,66
49,103,56,46,48,46,46,48,46,56,46,56,79,76,66,79
103,56,46,48,46,46,48,46,56,46,56,79,76,66,79,85
56,46,48,46,46,48,46,56,46,56,79,76,66,79,85,107
46,48,46,46,48,46,56,46,56,79,76,66,79,85,107,73
48,46,46,48,46,56,46,56,79,76,66,79,85,107,73,107
46,46,48,46,56,46,56,79,76,66,79,85,107,73,107,74
46,48,46,56,46,56,79,76,66,79,85,107,73,107,74,47
48,46,56,46,56,79,76,66,79,85,107,73,107,74,47,74
46,56,46,56,79,76,66,79,85,107,73,107,74,47,74,75
56,46,56,79,76,66,79,85,107,73,107,74,47,74,75,64
46,56,79,76,66,79,85,107,73,107,74,47,74,75,64,47
56,79,76,66,79,85,107,73,107,74,47,74,75,64,47,67
79,76,66,79,85,107,73,107,74,47,74,75,64,47,67,73
76,66,79,85,107,73,107,74,47,74,75,64,47,67,73,81
66,79,85,107,73,107,74,47,74,75,64,47,67,73,81,51
79,85,107,73,107,74,47,74,75,64,47,67,73,81,51,54
85,107,73,107,74,47,74,75,64,47,67,73,81,51,54,57
107,73,107,74,47,74,75,64,47,67,73,81,51,54,57,47
73,107,74,47,74,75,64,47,67,73,81,51,54,57,47,57
107,74,47,74,75,64,47,67,73,81,51,54,57,47,57,54
74,47,74,75,64,47,67,73,81,51,54,57,47,57,54,47
47,74,75,64,47,67,73,81,51,54,57,47,57,54,47,52
74,75,64,47,67,73,81,51,54,57,47,57,54,47,52,53
75,64,47,67,73,81,51,54,57,47,57,54,47,52,53,47
64,47,67,73,81,51,54,57,47,57,54,47,52,53,47,59
47,67,73,81,51,54,57,47,57,54,47,52,53,47,59,47
67,73,81,51,54,57,47,57,54,47,52,53,47,59,47,57
73,81,51,54,57,47,57,54,47,52,53,47,59,47,57,52
81,51,54,57,47,57,54,47,52,53,47,59,47,57,52,51
51,54,57,47,57,54,47,52,53,47,59,47,57,52,51,51
54,57,47,57,54,47,52,53,47,59,47,57,52,51,51,51
57,47,57,54,47,52,53,47,59,47,57,52,51,51,51,51
47,57,54,47,52,53,47,59,47,57,52,51,51,51,51,51
57,54,47,52,53,47,59,47,57,52,51,51,51,51,51,52
54,47,52,53,47,59,47,57,52,51,51,51,51,51,52,51
47,52,53,47,59,47,57,52,51,51,51,51,51,52,51,54
52,53,47,59,47,57,52,51,51,51,51,51,52,51,54,51
53,47,59,47,57,52,51,51,51,51,51,52,51,54,51,54
47,59,47,57,52,51,51,51,51,51,52,51,54,51,54,51
59,47,57,52,51,51,51,51,51,52,51,54,51,54,51,51
47,57,52,51,51,51,51,51,52,51,54,51,54,51,51,52
57,52,51,51,51,51,51,52,51,54,51,54,51,51,52,52
52,51,51,51,51,51,52,51,54,51,54,51,51,52,52,51
51,51,51,51,51,52,51,54,51,54,51,51,52,52,51,51
51,51,51,51,52,51,54,51,54,51,51,52,52,51,51,51
51,51,51,52,51,54,51,54,51,51,52,52,51,51,51,51
51,51,52,51,54,51,54,51,51,52,52,51,51,51,51,51
51,52,51,54,51,54,51,51,52,52,51,51,51,51,51,51
52,51,54,51,54,51,51,52,52,51,51,51,51,51,51,51
51,54,51,54,51,51,52,52,51,51,51,51,51,51,51,51
54,51,54,51,51,52,52,51,51,51,51,51,51,51,51,65
51,54,51,51,52,52,51,51,51,51,51,51,51,51,65,52
54,51,51,52,52,51,51,51,51,51,51,51,51,65,52,58
51,51,52,52,51,51,51,51,51,51,51,51,65,52,58,50
51,52,52,51,51,51,51,51,51,51,51,65,52,58,50,58
52,52,51,51,51,51,51,51,51,51,65,52,58,50,58,46
52,51,51,51,51,51,51,51,51,65,52,58,50,58,46,65
51,51,51,51,51,51,51,51,65,52,58,50,58,46,65,56
51,51,51,51,51,51,51,65,52,58,50,58,46,65,56,53
51,51,51,51,51,51,65,52,58,50,58,46,65,56,53,52
51,51,51,51,51,65,52,58,50,58,46,65,56,53,52,58
51,51,51,51,65,52,58,50,58,46,65,56,53,52,58,52
51,51,51,65,52,58,50,58,46,65,56,53,52,58,52,58
51,51,65,52,58,50,58,46,65,56,53,52,58,52,58,46
51,65,52,58,50,58,46,65,56,53,52,58,52,58,46,65
65,52,58,50,58,46,65,56,53,52,58,52,58,46,65,56
52,58,50,58,46,65,56,53,52,58,52,58,46,65,56,51
58,50,58,46,65,56,53,52,58,52,58,46,65,56,51,46
50,58,46,65,56,53,52,58,52,58,46,65,56,51,46,111
58,46,65,56,53,52,58,52,58,46,65,56,51,46,111,101
46,65,56,53,52,58,52,58,46,65,56,51,46,111,101,111
65,56,53,52,58,52,58,46,65,56,51,46,111,101,111,53
56,53,52,58,52,58,46,65,56,51,46,111,101,111,53,55
53,52,58,52,58,46,65,56,51,46,111,101,111,53,55,109
52,58,52,58,46,65,56,51,46,111,101,111,53,55,109,111
58,52,58,46,65,56,51,46,111,101,111,53,55,109,111,54
52,58,46,65,56,51,46,111,101,111,53,55,109,111,54,54
58,46,65,56,51,46,111,101,111,53,55,109,111,54,54,47
46,65,56,51,46,111,101,111,53,55,109,111,54,54,47,111
65,56,51,46,111,101,111,53,55,109,111,54,54,47,111,105
56,51,46,111,101,111,53,55,109,111,54,54,47,111,105,111
51,46,111,101,111,53,55,109,111,54,54,47,111,105,111,53
46,111,101,111,53,55,109,111,54,54,47,111,105,111,53,57
111,101,111,53,55,109,111,54,54,47,111,105,111,53,57,46
101,111,53,55,109,111,54,54,47,111,105,111,53,57,46,57
111,53,55,109,111,54,54,47,111,105,111,53,57,46,57,53
53,55,109,111,54,54,47,111,105,111,53,57,46,57,53,53
55,109,111,54,54,47,111,105,111,53,57,46,57,53,53,111
109,111,54,54,47,111,105,111,53,57,46,57,53,53,111,112
111,54,54,47,111,105,111,53,57,46,57,53,53,111,112,55
54,54,47,111,105,111,53,57,46,57,53,53,111,112,55,55
54,47,111,105,111,53,57,46,57,53,53,111,112,55,55,51
47,111,105,111,53,57,46,57,53,53,111,112,55,55,51,51
111,105,111,53,57,46,57,53,53,111,112,55,55,51,51,51
105,111,53,57,46,57,53,53,111,112,55,55,51,51,51,51
111,53,57,46,57,53,53,111,112,55,55,51,51,51,51,51
53,57,46,57,53,53,111,112,55,55,51,51,51,51,51,51
57,46,57,53,53,111,112,55,55,51,51,51,51,51,51,50
46,57,53,53,111,112,55,55,51,51,51,51,51,51,50,50
57,53,53,111,112,55,55,51,51,51,51,51,51,50,50,104
53,53,111,112,55,55,51,51,51,51,51,51,50,50,104,52
53,111,112,55,55,51,51,51,51,51,51,50,50,104,52,51
111,112,55,55,51,51,51,51,51,51,50,50,104,52,51,51
112,55,55,51,51,51,51,51,51,50,50,104,52,51,51,52
55,55,51,51,51,51,51,51,50,50,104,52,51,51,52,51
55,51,51,51,51,51,51,50,50,104,52,51,51,52,51,50
51,51,51,51,51,51,50,50,104,52,51,51,52,51,50,103
51,51,51,51,51,50,50,104,52,51,51,52,51,50,103,56
51,51,51,51,50,50,104,52,51,51,52,51,50,103,56,95
