74,83,73,74,75,82,73,61,73,73,74,82,73,75,52,46
83,73,74,75,82,73,61,73,73,74,82,73,75,52,46,46
73,74,75,82,73,61,73,73,74,82,73,75,52,46,46,74
74,75,82,73,61,73,73,74,82,73,75,52,46,46,74,74
75,82,73,61,73,73,74,82,73,75,52,46,46,74,74,46
82,73,61,73,73,74,82,73,75,52,46,46,74,74,46,46
73,61,73,73,74,82,73,75,52,46,46,74,74,46,46,46
61,73,73,74,82,73,75,52,46,46,74,74,46,46,46,46
73,73,74,82,73,75,52,46,46,74,74,46,46,46,46,50
73,74,82,73,75,52,46,46,74,74,46,46,46,46,50,46
74,82,73,75,52,46,46,74,74,46,46,46,46,50,46,53
82,73,75,52,46,46,74,74,46,46,46,46,50,46,53,46
73,75,52,46,46,74,74,46,46,46,46,50,46,53,46,74
75,52,46,46,74,74,46,46,46,46,50,46,53,46,74,74
52,46,46,74,74,46,46,46,46,50,46,53,46,74,74,59
46,46,74,74,46,46,46,46,50,46,53,46,74,74,59,58
46,74,74,46,46,46,46,50,46,53,46,74,74,59,58,58
74,74,46,46,46,46,50,46,53,46,74,74,59,58,58,73
74,46,46,46,46,50,46,53,46,74,74,59,58,58,73,83
46,46,46,46,50,46,53,46,74,74,59,58,58,73,83,83
46,46,46,50,46,53,46,74,74,59,58,58,73,83,83,47
46,46,50,46,53,46,74,74,59,58,58,73,83,83,47,47
46,50,46,53,46,74,74,59,58,58,73,83,83,47,47,60
50,46,53,46,74,74,59,58,58,73,83,83,47,47,60,73
46,53,46,74,74,59,58,58,73,83,83,47,47,60,73,72
53,46,74,74,59,58,58,73,83,83,47,47,60,73,72,59
46,74,74,59,58,58,73,83,83,47,47,60,73,72,59,68
74,74,59,58,58,73,83,83,47,47,60,73,72,59,68,68
74,59,58,58,73,83,83,47,47,60,73,72,59,68,68,69
59,58,58,73,83,83,47,47,60,73,72,59,68,68,69,73
58,58,73,83,83,47,47,60,73,72,59,68,68,69,73,72
58,73,83,83,47,47,60,73,72,59,68,68,69,73,72,68
73,83,83,47,47,60,73,72,59,68,68,69,73,72,68,68
83,83,47,47,60,73,72,59,68,68,69,73,72,68,68,73
83,47,47,60,73,72,59,68,68,69,73,72,68,68,73,72
47,47,60,73,72,59,68,68,69,73,72,68,68,73,72,59
47,60,73,72,59,68,68,69,73,72,68,68,73,72,59,68
60,73,72,59,68,68,69,73,72,68,68,73,72,59,68,68
73,72,59,68,68,69,73,72,68,68,73,72,59,68,68,73
72,59,68,68,69,73,72,68,68,73,72,59,68,68,73,53
59,68,68,69,73,72,68,68,73,72,59,68,68,73,53,59
68,68,69,73,72,68,68,73,72,59,68,68,73,53,59,68
68,69,73,72,68,68,73,72,59,68,68,73,53,59,68,68
69,73,72,68,68,73,72,59,68,68,73,53,59,68,68,68
73,72,68,68,73,72,59,68,68,73,53,59,68,68,68,62
72,68,68,73,72,59,68,68,73,53,59,68,68,68,62,62
68,68,73,72,59,68,68,73,53,59,68,68,68,62,62,60
68,73,72,59,68,68,73,53,59,68,68,68,62,62,60,60
73,72,59,68,68,73,53,59,68,68,68,62,62,60,60,60
72,59,68,68,73,53,59,68,68,68,62,62,60,60,60,60
59,68,68,73,53,59,68,68,68,62,62,60,60,60,60,61
68,68,73,53,59,68,68,68,62,62,60,60,60,60,61,61
68,73,53,59,68,68,68,62,62,60,60,60,60,61,61,62
73,53,59,68,68,68,62,62,60,60,60,60,61,61,62,62
53,59,68,68,68,62,62,60,60,60,60,61,61,62,62,60
59,68,68,68,62,62,60,60,60,60,61,61,62,62,60,59
68,68,68,62,62,60,60,60,60,61,61,62,62,60,59,60
68,68,62,62,60,60,60,60,61,61,62,62,60,59,60,60
68,62,62,60,60,60,60,61,61,62,62,60,59,60,60,61
62,62,60,60,60,60,61,61,62,62,60,59,60,60,61,61
62,60,60,60,60,61,61,62,62,60,59,60,60,61,61,75
60,60,60,60,61,61,62,62,60,59,60,60,61,61,75,74
60,60,60,61,61,62,62,60,59,60,60,61,61,75,74,46
60,60,61,61,62,62,60,59,60,60,61,61,75,74,46,54
60,61,61,62,62,60,59,60,60,61,61,75,74,46,54,75
61,61,62,62,60,59,60,60,61,61,75,74,46,54,75,53
61,62,62,60,59,60,60,61,61,75,74,46,54,75,53,75
62,62,60,59,60,60,61,61,75,74,46,54,75,53,75,75
62,60,59,60,60,61,61,75,74,46,54,75,53,75,75,50
60,59,60,60,61,61,75,74,46,54,75,53,75,75,50,46
59,60,60,61,61,75,74,46,54,75,53,75,75,50,46,54
60,60,61,61,75,74,46,54,75,53,75,75,50,46,54,74
60,61,61,75,74,46,54,75,53,75,75,50,46,54,74,53
61,61,75,74,46,54,75,53,75,75,50,46,54,74,53,49
61,75,74,46,54,75,53,75,75,50,46,54,74,53,49,84
75,74,46,54,75,53,75,75,50,46,54,74,53,49,84,49
74,46,54,75,53,75,75,50,46,54,74,53,49,84,49,102
46,54,75,53,75,75,50,46,54,74,53,49,84,49,102,49
54,75,53,75,75,50,46,54,74,53,49,84,49,102,49,49
75,53,75,75,50,46,54,74,53,49,84,49,102,49,49,49
53,75,75,50,46,54,74,53,49,84,49,102,49,49,49,49
75,75,50,46,54,74,53,49,84,49,102,49,49,49,49,84
75,50,46,54,74,53,49,84,49,102,49,49,49,49,84,48
50,46,54,74,53,49,84,49,102,49,49,49,49,84,48,101
46,54,74,53,49,84,49,102,49,49,49,49,84,48,101,49
54,74,53,49,84,49,102,49,49,49,49,84,48,101,49,49
74,53,49,84,49,102,49,49,49,49,84,48,101,49,49,49
53,49,84,49,102,49,49,49,49,84,48,101,49,49,49,49
49,84,49,102,49,49,49,49,84,48,101,49,49,49,49,56
84,49,102,49,49,49,49,84,48,101,49,49,49,49,56,50
49,102,49,49,49,49,84,48,101,49,49,49,49,56,50,56
102,49,49,49,49,84,48,101,49,49,49,49,56,50,56,50
49,49,49,49,84,48,101,49,49,49,49,56,50,56,50,54
49,49,49,84,48,101,49,49,49,49,56,50,56,50,54,58
49,49,84,48,101,49,49,49,49,56,50,56,50,54,58,58
49,84,48,101,49,49,49,49,56,50,56,50,54,58,58,65
84,48,101,49,49,49,49,56,50,56,50,54,58,58,65,71
48,101,49,49,49,49,56,50,56,50,54,58,58,65,71,65
101,49,49,49,49,56,50,56,50,54,58,58,65,71,65,77
49,49,49,49,56,50,56,50,54,58,58,65,71,65,77,50
49,49,49,56,50,56,50,54,58,58,65,71,65,77,50,50
49,49,56,50,56,50,54,58,58,65,71,65,77,50,50,70
49,56,50,56,50,54,58,58,65,71,65,77,50,50,70,74
56,50,56,50,54,58,58,65,71,65,77,50,50,70,74,74
50,56,50,54,58,58,65,71,65,77,50,50,70,74,74,56
56,50,54,58,58,65,71,65,77,50,50,70,74,74,56,64
50,54,58,58,65,71,65,77,50,50,70,74,74,56,64,56
54,58,58,65,71,65,77,50,50,70,74,74,56,64,56,50
58,58,65,71,65,77,50,50,70,74,74,56,64,56,50,50
58,65,71,65,77,50,50,70,74,74,56,64,56,50,50,64
65,71,65,77,50,50,70,74,74,56,64,56,50,50,64,57
71,65,77,50,50,70,74,74,56,64,56,50,50,64,57,51
65,77,50,50,70,74,74,56,64,56,50,50,64,57,51,51
77,50,50,70,74,74,56,64,56,50,50,64,57,51,51,57
50,50,70,74,74,56,64,56,50,50,64,57,51,51,57,57
50,70,74,74,56,64,56,50,50,64,57,51,51,57,57,50
70,74,74,56,64,56,50,50,64,57,51,51,57,57,50,50
74,74,56,64,56,50,50,64,57,51,51,57,57,50,50,57
74,56,64,56,50,50,64,57,51,51,57,57,50,50,57,50
56,64,56,50,50,64,57,51,51,57,57,50,50,57,50,50
64,56,50,50,64,57,51,51,57,57,50,50,57,50,50,58
56,50,50,64,57,51,51,57,57,50,50,57,50,50,58,70
50,50,64,57,51,51,57,57,50,50,57,50,50,58,70,71
50,64,57,51,51,57,57,50,50,57,50,50,58,70,71,64
64,57,51,51,57,57,50,50,57,50,50,58,70,71,64,71
57,51,51,57,57,50,50,57,50,50,58,70,71,64,71,70
51,51,57,57,50,50,57,50,50,58,70,71,64,71,70,64
51,57,57,50,50,57,50,50,58,70,71,64,71,70,64,57
57,57,50,50,57,50,50,58,70,71,64,71,70,64,57,64
57,50,50,57,50,50,58,70,71,64,71,70,64,57,64,54
50,50,57,50,50,58,70,71,64,71,70,64,57,64,54,52
50,57,50,50,58,70,71,64,71,70,64,57,64,54,52,57
57,50,50,58,70,71,64,71,70,64,57,64,54,52,57,51
50,50,58,70,71,64,71,70,64,57,64,54,52,57,51,50
50,58,70,71,64,71,70,64,57,64,54,52,57,51,50,50
58,70,71,64,71,70,64,57,64,54,52,57,51,50,50,57
70,71,64,71,70,64,57,64,54,52,57,51,50,50,57,57
71,64,71,70,64,57,64,54,52,57,51,50,50,57,57,50
64,71,70,64,57,64,54,52,57,51,50,50,57,57,50,51
71,70,64,57,64,54,52,57,51,50,50,57,57,50,51,50
70,64,57,64,54,52,57,51,50,50,57,57,50,51,50,50
64,57,64,54,52,57,51,50,50,57,57,50,51,50,50,50
57,64,54,52,57,51,50,50,57,57,50,51,50,50,50,57
64,54,52,57,51,50,50,57,57,50,51,50,50,50,57,51
54,52,57,51,50,50,57,57,50,51,50,50,50,57,51,51
52,57,51,50,50,57,57,50,51,50,50,50,57,51,51,51
57,51,50,50,57,57,50,51,50,50,50,57,51,51,51,51
51,50,50,57,57,50,51,50,50,50,57,51,51,51,51,51
50,50,57,57,50,51,50,50,50,57,51,51,51,51,51,100
50,57,57,50,51,50,50,50,57,51,51,51,51,51,100,51
57,57,50,51,50,50,50,57,51,51,51,51,51,100,51,62
57,50,51,50,50,50,57,51,51,51,51,51,100,51,62,104
50,51,50,50,50,57,51,51,51,51,51,100,51,62,104,51
51,50,50,50,57,51,51,51,51,51,100,51,62,104,51,51
50,50,50,57,51,51,51,51,51,100,51,62,104,51,51,51
50,50,57,51,51,51,51,51,100,51,62,104,51,51,51,51
50,57,51,51,51,51,51,100,51,62,104,51,51,51,51,102
57,51,51,51,51,51,100,51,62,104,51,51,51,51,102,50
51,51,51,51,51,100,51,62,104,51,51,51,51,102,50,104
51,51,51,51,100,51,62,104,51,51,51,51,102,50,104,51
51,51,51,100,51,62,104,51,51,51,51,102,50,104,51,51
51,51,100,51,62,104,51,51,51,51,102,50,104,51,51,51
51,100,51,62,104,51,51,51,51,102,50,104,51,51,51,51
100,51,62,104,51,51,51,51,102,50,104,51,51,51,51,52
51,62,104,51,51,51,51,102,50,104,51,51,51,51,52,51
62,104,51,51,51,51,102,50,104,51,51,51,51,52,51,51
104,51,51,51,51,102,50,104,51,51,51,51,52,51,51,50
51,51,51,51,102,50,104,51,51,51,51,52,51,51,50,62
51,51,51,102,50,104,51,51,51,51,52,51,51,50,62,104
51,51,102,50,104,51,51,51,51,52,51,51,50,62,104,52
51,102,50,104,51,51,51,51,52,51,51,50,62,104,52,51
102,50,104,51,51,51,51,52,51,51,50,62,104,52,51,51
50,104,51,51,51,51,52,51,51,50,62,104,52,51,51,51
104,51,51,51,51,52,51,51,50,62,104,52,51,51,51,52
51,51,51,51,52,51,51,50,62,104,52,51,51,51,52,62
51,51,51,52,51,51,50,62,104,52,51,51,51,52,62,104
51,51,52,51,51,50,62,104,52,51,51,51,52,62,104,46
51,52,51,51,50,62,104,52,51,51,51,52,62,104,46,46
52,51,51,50,62,104,52,51,51,51,52,62,104,46,46,107
51,51,50,62,104,52,51,51,51,52,62,104,46,46,107,107
51,50,62,104,52,51,51,51,52,62,104,46,46,107,107,47
50,62,104,52,51,51,51,52,62,104,46,46,107,107,47,52
62,104,52,51,51,51,52,62,104,46,46,107,107,47,52,50
104,52,51,51,51,52,62,104,46,46,107,107,47,52,50,47
52,51,51,51,52,62,104,46,46,107,107,47,52,50,47,47
51,51,51,52,62,104,46,46,107,107,47,52,50,47,47,46
51,51,52,62,104,46,46,107,107,47,52,50,47,47,46,47
51,52,62,104,46,46,107,107,47,52,50,47,47,46,47,48
52,62,104,46,46,107,107,47,52,50,47,47,46,47,48,51
